"","fecha","sexonac","freq"
"1808",2017-03-22,"M",2
"1809",2017-03-23,"F",1
"1810",2017-03-23,"M",1
"1811",2017-03-24,"M",3
"1812",2017-03-25,"F",2
"1813",2017-03-25,"M",9
"1814",2017-03-26,"M",1
"1815",2017-03-29,"F",1
"1816",2017-03-29,"M",6
"1817",2017-03-30,"S",1
"1818",2017-03-31,"M",2
"1819",2017-04-02,"M",2
"1820",2017-04-04,"M",2
"1821",2017-04-05,"M",1
"1822",2017-04-06,"M",1
"1823",2017-04-09,"M",1
"1824",2017-04-10,"M",6
"1825",2017-04-11,"F",1
"1826",2017-04-18,"F",1
"1827",2017-04-19,"M",1
"1828",2017-04-20,"M",8
"1829",2017-04-22,"M",1
"1830",2017-04-24,"M",1
"1831",2017-04-25,"M",1
"1832",2017-04-27,"M",4
"1833",2017-04-28,"M",5
"1834",2017-05-01,"M",4
"1835",2017-05-02,"F",2
"1836",2017-05-02,"M",3
"1837",2017-05-04,"M",9
"1838",2017-05-05,"F",1
"1839",2017-05-05,"M",1
"1840",2017-05-06,"M",1
"1841",2017-05-07,"F",1
"1842",2017-05-07,"M",1
"1843",2017-05-08,"F",1
"1844",2017-05-08,"M",1
"1845",2017-05-09,"F",2
"1846",2017-05-09,"M",1
"1847",2017-05-10,"M",1
"1848",2017-05-11,"M",1
"1849",2017-05-13,"M",1
"1850",2017-05-14,"M",2
"1851",2017-05-16,"M",2
"1852",2017-05-25,"M",1
"1853",2017-05-26,"F",1
"1854",2017-05-26,"M",1
"1855",2017-05-27,"M",1
"1856",2017-06-03,"M",1
"1857",2017-06-04,"F",1
"1858",2017-06-04,"M",7
"1859",2017-06-06,"F",1
"1860",2017-06-06,"M",2
"1861",2017-06-07,"F",1
"1862",2017-06-07,"M",2
"1863",2017-06-08,"M",2
"1864",2017-06-12,"M",1
"1865",2017-06-13,"F",2
"1866",2017-06-13,"M",3
"1867",2017-06-14,"F",1
"1868",2017-06-14,"M",3
"1869",2017-06-15,"F",1
"1870",2017-06-21,"M",1
"1871",2017-06-22,"F",9
"1872",2017-06-22,"M",4
"1873",2017-06-24,"F",2
"1874",2017-06-25,"M",3
"1875",2017-06-26,"F",2
"1876",2017-06-29,"M",1
"1877",2017-06-30,"F",1
"1878",2017-06-30,"M",7
"1879",2017-07-03,"M",1
"1880",2017-07-04,"M",1
"1881",2017-07-10,"F",3
"1882",2017-07-10,"M",4
"1883",2017-07-12,"M",1
"1884",2017-07-13,"F",1
"1885",2017-07-13,"M",1
"1886",2017-07-14,"M",3
"1887",2017-07-16,"F",1
"1888",2017-07-16,"M",4
"1889",2017-07-20,"M",2
"1890",2017-07-23,"M",1
"1891",2017-07-24,"M",1
"1892",2017-07-27,"M",1
"1893",2017-07-27,"S",1
"1894",2017-07-28,"F",1
"1895",2017-07-28,"M",1
"1896",2017-07-28,"S",2
"1897",2017-07-31,"F",1
"1898",2017-07-31,"M",4
"1899",2017-08-01,"F",3
"1900",2017-08-01,"M",11
"1901",2017-08-02,"F",1
"1902",2017-08-02,"M",1
"1903",2017-08-03,"F",2
"1904",2017-08-03,"M",3
"1905",2017-08-04,"F",2
"1906",2017-08-04,"M",3
"1907",2017-08-06,"M",1
"1908",2017-08-07,"F",1
"1909",2017-08-08,"F",1
"1910",2017-08-08,"M",3
"1911",2017-08-09,"M",1
"1912",2017-08-11,"M",1
"1913",2017-08-12,"M",1
"1914",2017-08-16,"M",1
"1915",2017-08-22,"M",6
"1916",2017-08-24,"F",6
"1917",2017-08-24,"M",1
"1918",2017-08-26,"M",1
"1919",2017-08-28,"M",1
"1920",2017-09-03,"F",4
"1921",2017-09-03,"M",5
"1922",2017-09-07,"F",1
"1923",2017-09-08,"M",1
"1924",2017-09-11,"M",1
"1925",2017-09-17,"M",1
"1926",2017-09-19,"F",1
"1927",2017-09-19,"M",1
"1928",2017-09-20,"M",1
"1929",2017-09-21,"M",1
"1930",2017-09-22,"M",6
"1931",2017-09-23,"F",1
"1932",2017-09-23,"M",1
"1933",2017-09-24,"F",2
"1934",2017-09-24,"M",2
"1935",2017-09-26,"F",1
"1936",2017-09-26,"M",4
"1937",2017-09-27,"M",2
"1938",2017-09-28,"M",1
"1939",2017-09-29,"F",2
"1940",2017-09-29,"M",1
"1941",2017-10-02,"F",1
"1942",2017-10-02,"M",2
"1943",2017-10-03,"M",1
"1944",2017-10-04,"F",1
"1945",2017-10-04,"M",1
"1946",2017-10-05,"M",1
"1947",2017-10-07,"M",1
"1948",2017-10-08,"F",2
"1949",2017-10-08,"M",2
"1950",2017-10-11,"M",1
"1951",2017-10-13,"F",4
"1952",2017-10-13,"M",7
"1953",2017-10-17,"F",1
"1954",2017-10-17,"M",7
"1955",2017-10-18,"F",2
"1956",2017-10-19,"F",1
"1957",2017-10-21,"M",1
"1958",2017-10-22,"M",1
"1959",2017-10-24,"M",1
"1960",2017-10-25,"F",1
"1961",2017-10-25,"M",1
"1962",2017-10-27,"M",1
"1963",2017-10-30,"M",1
"1964",2017-11-02,"F",1
"1965",2017-11-06,"M",1
"1966",2017-11-07,"M",1
"1967",2017-11-08,"F",1
"1968",2017-11-12,"F",1
"1969",2017-11-19,"M",1
"1970",2017-11-21,"F",1
"1971",2017-11-23,"M",1
"1972",2017-11-24,"M",1
"1973",2017-11-26,"M",1
"1974",2017-11-28,"F",8
"1975",2017-11-29,"F",1
"1976",2017-12-04,"M",1
"1977",2017-12-05,"M",1
"1978",2017-12-06,"M",1
"1979",2017-12-08,"M",1
"1980",2017-12-09,"M",1
"1981",2017-12-10,"M",1
"1982",2017-12-11,"F",1
"1983",2017-12-12,"M",1
"1984",2017-12-13,"M",1
"1985",2017-12-14,"F",1
"1986",2017-12-14,"M",6
"1987",2017-12-15,"M",2
"1988",2017-12-18,"M",1
"1989",2017-12-20,"M",1
"1990",2017-12-21,"M",1
"1991",2017-12-22,"M",1
"1992",2017-12-24,"M",4
"1993",2017-12-29,"M",1
"1994",2017-12-30,"M",1
"1995",2018-01-03,"M",1
"1996",2018-01-06,"M",1
"1997",2018-01-07,"F",1
"1998",2018-01-15,"F",3
"1999",2018-01-15,"M",11
"2000",2018-01-17,"M",5
"2001",2018-01-18,"F",2
"2002",2018-01-18,"M",4
"2003",2018-01-19,"M",2
"2004",2018-01-20,"F",1
"2005",2018-01-20,"M",1
"2006",2018-01-21,"M",1
"2007",2018-01-22,"M",1
"2008",2018-01-23,"F",2
"2009",2018-01-23,"M",3
"2010",2018-01-24,"M",1
"2011",2018-01-25,"F",1
"2012",2018-01-25,"M",3
"2013",2018-01-26,"M",2
"2014",2018-01-27,"F",6
"2015",2018-01-27,"M",5
"2016",2018-01-28,"F",1
"2017",2018-01-28,"M",1
"2018",2018-01-29,"F",1
"2019",2018-01-29,"M",3
"2020",2018-01-30,"M",2
"2021",2018-01-31,"M",1
"2022",2018-02-01,"F",1
"2023",2018-02-02,"F",7
"2024",2018-02-02,"M",11
"2025",2018-02-03,"F",1
"2026",2018-02-03,"M",1
"2027",2018-02-04,"M",1
"2028",2018-02-05,"M",1
"2029",2018-02-06,"F",1
"2030",2018-02-06,"M",1
"2031",2018-02-08,"F",3
"2032",2018-02-08,"M",3
"2033",2018-02-09,"F",1
"2034",2018-02-09,"M",3
"2035",2018-02-10,"F",1
"2036",2018-02-10,"M",1
"2037",2018-02-11,"M",1
"2038",2018-02-14,"M",1
"2039",2018-02-17,"F",3
"2040",2018-02-17,"M",5
"2041",2018-02-19,"M",1
"2042",2018-02-21,"M",1
"2043",2018-02-23,"M",2
"2044",2018-02-26,"M",1
"2045",2018-03-02,"M",1
"2046",2018-03-03,"M",3
"2047",2018-03-05,"M",1
"2048",2018-03-06,"M",2
"2049",2018-03-08,"M",1
"2050",2018-03-09,"M",1
"2051",2018-03-13,"M",1
"2052",2018-03-15,"M",1
"2053",2018-03-18,"M",1
"2054",2018-03-19,"F",1
"2055",2018-03-19,"M",2
"2056",2018-03-22,"M",1
"2057",2018-03-25,"M",3
"2058",2018-03-26,"F",1
"2059",2018-03-30,"F",1
"2060",2018-03-30,"M",5
"2061",2018-03-31,"M",2
"2062",2018-04-01,"M",1
"2063",2018-04-02,"F",1
"2064",2018-04-02,"M",3
"2065",2018-04-03,"M",1
"2066",2018-04-04,"F",1
"2067",2018-04-04,"M",1
"2068",2018-04-05,"F",3
"2069",2018-04-05,"M",12
"2070",2018-04-06,"M",1
"2071",2018-04-07,"M",1
"2072",2018-04-08,"M",1
"2073",2018-04-10,"M",6
"2074",2018-04-11,"F",1
"2075",2018-04-11,"M",4
"2076",2018-04-12,"M",1
"2077",2018-04-13,"M",1
"2078",2018-04-14,"F",1
"2079",2018-04-14,"M",2
"2080",2018-04-15,"M",1
"2081",2018-04-16,"M",2
"2082",2018-04-17,"M",1
"2083",2018-04-18,"M",1
"2084",2018-04-19,"M",2
"2085",2018-04-20,"F",3
"2086",2018-04-20,"M",10
"2087",2018-04-22,"M",1
"2088",2018-04-23,"F",1
"2089",2018-04-25,"F",1
"2090",2018-04-26,"M",2
"2091",2018-04-27,"F",1
"2092",2018-04-29,"M",1
"2093",2018-05-02,"F",1
"2094",2018-05-02,"M",1
"2095",2018-05-03,"M",1
"2096",2018-05-04,"F",1
"2097",2018-05-06,"F",5
"2098",2018-05-06,"M",11
"2099",2018-05-08,"F",15
"2100",2018-05-08,"M",6
"2101",2018-05-10,"F",1
"2102",2018-05-12,"F",2
"2103",2018-05-12,"M",3
"2104",2018-05-13,"M",2
"2105",2018-05-14,"M",1
"2106",2018-05-15,"F",3
"2107",2018-05-15,"M",8
"2108",2018-05-16,"F",4
"2109",2018-05-16,"M",20
"2110",2018-05-20,"M",1
"2111",2018-05-23,"F",5
"2112",2018-05-23,"M",6
"2113",2018-05-24,"F",1
"2114",2018-05-24,"M",2
"2115",2018-05-27,"F",4
"2116",2018-05-27,"M",4
"2117",2018-05-28,"M",2
"2118",2018-05-29,"M",1
"2119",2018-05-30,"M",1
"2120",2018-06-01,"F",4
"2121",2018-06-01,"M",5
"2122",2018-06-02,"M",2
"2123",2018-06-03,"F",1
"2124",2018-06-03,"M",4
"2125",2018-06-05,"M",1
"2126",2018-06-06,"M",1
"2127",2018-06-10,"F",1
"2128",2018-06-10,"M",1
"2129",2018-06-11,"M",1
"2130",2018-06-12,"F",1
"2131",2018-06-12,"M",1
"2132",2018-06-13,"M",1
"2133",2018-06-15,"M",4
"2134",2018-06-16,"F",1
"2135",2018-06-16,"M",6
"2136",2018-06-17,"M",2
"2137",2018-06-19,"M",1
"2138",2018-06-20,"F",2
"2139",2018-06-20,"M",17
"2140",2018-06-21,"M",1
"2141",2018-06-23,"M",2
"2142",2018-06-25,"M",1
"2143",2018-06-26,"M",1
"2144",2018-06-27,"F",3
"2145",2018-06-27,"M",3
"2146",2018-06-28,"M",1
"2147",2018-06-29,"M",7
"2148",2018-07-01,"F",3
"2149",2018-07-01,"M",5
"2150",2018-07-02,"F",2
"2151",2018-07-02,"M",1
"2152",2018-07-03,"F",4
"2153",2018-07-03,"M",3
"2154",2018-07-04,"M",1
"2155",2018-07-05,"F",14
"2156",2018-07-05,"M",7
"2157",2018-07-06,"F",8
"2158",2018-07-06,"M",3
"2159",2018-07-07,"F",1
"2160",2018-07-07,"M",1
"2161",2018-07-08,"F",2
"2162",2018-07-08,"M",2
"2163",2018-07-09,"F",1
"2164",2018-07-09,"M",2
"2165",2018-07-10,"F",4
"2166",2018-07-10,"M",6
"2167",2018-07-15,"M",13
"2168",2018-07-16,"F",2
"2169",2018-07-16,"M",13
"2170",2018-07-17,"M",5
"2171",2018-07-18,"F",1
"2172",2018-07-18,"M",3
"2173",2018-07-20,"M",6
"2174",2018-07-21,"F",1
"2175",2018-07-21,"M",2
"2176",2018-07-23,"F",1
"2177",2018-07-23,"M",2
"2178",2018-07-25,"M",2
"2179",2018-07-30,"M",1
"2180",2018-08-01,"F",17
"2181",2018-08-01,"M",15
"2182",2018-08-02,"F",4
"2183",2018-08-02,"M",9
"2184",2018-08-04,"F",3
"2185",2018-08-04,"M",5
"2186",2018-08-07,"M",1
"2187",2018-08-08,"M",2
"2188",2018-08-09,"M",1
"2189",2018-08-10,"F",4
"2190",2018-08-10,"M",10
"2191",2018-08-11,"F",12
"2192",2018-08-11,"M",3
"2193",2018-08-15,"M",1
"2194",2018-08-18,"M",1
"2195",2018-08-19,"M",2
"2196",2018-08-20,"M",1
"2197",2018-08-21,"F",1
"2198",2018-08-23,"F",3
"2199",2018-08-23,"M",3
"2200",2018-08-24,"F",1
"2201",2018-08-24,"M",1
"2202",2018-08-27,"M",1
"2203",2018-08-29,"F",2
"2204",2018-08-29,"M",3
"2205",2018-08-31,"M",2
"2206",2018-09-02,"F",1
"2207",2018-09-02,"M",1
"2208",2018-09-03,"F",1
"2209",2018-09-04,"F",1
"2210",2018-09-04,"M",1
"2211",2018-09-05,"F",3
"2212",2018-09-05,"M",8
"2213",2018-09-06,"F",4
"2214",2018-09-06,"M",2
"2215",2018-09-07,"F",4
"2216",2018-09-07,"M",12
"2217",2018-09-08,"M",2
"2218",2018-09-09,"F",2
"2219",2018-09-14,"M",1
"2220",2018-09-15,"F",2
"2221",2018-09-15,"M",2
"2222",2018-09-16,"M",1
"2223",2018-09-17,"M",1
"2224",2018-09-18,"M",2
"2225",2018-09-23,"M",1
"2226",2018-09-24,"F",1
"2227",2018-09-24,"M",2
"2228",2018-09-25,"M",1
"2229",2018-09-26,"M",1
"2230",2018-09-27,"F",1
"2231",2018-09-27,"M",1
"2232",2018-10-01,"M",1
"2233",2018-10-04,"M",4
"2234",2018-10-05,"M",1
"2235",2018-10-06,"M",3
"2236",2018-10-07,"M",1
"2237",2018-10-08,"F",1
"2238",2018-10-08,"M",6
"2239",2018-10-09,"M",1
"2240",2018-10-12,"F",5
"2241",2018-10-12,"M",6
"2242",2018-10-13,"M",1
"2243",2018-10-17,"F",2
"2244",2018-10-20,"F",1
"2245",2018-10-22,"M",2
"2246",2018-10-29,"F",1
"2247",2018-10-29,"M",1
"2248",2018-10-31,"M",1
"2249",2018-11-01,"M",3
"2250",2018-11-02,"F",2
"2251",2018-11-02,"M",5
"2252",2018-11-04,"F",1
"2253",2018-11-04,"M",1
"2254",2018-11-08,"M",2
"2255",2018-11-11,"M",17
"2256",2018-11-13,"F",3
"2257",2018-11-13,"M",4
"2258",2018-11-17,"M",1
"2259",2018-11-23,"F",1
"2260",2018-11-23,"M",2
"2261",2018-11-27,"F",1
"2262",2018-11-28,"M",1
"2263",2018-11-29,"F",3
"2264",2018-11-29,"M",6
"2265",2018-12-02,"M",2
"2266",2018-12-06,"M",1
"2267",2018-12-07,"M",2
"2268",2018-12-08,"F",1
"2269",2018-12-09,"M",2
"2270",2018-12-10,"F",1
"2271",2018-12-11,"M",1
"2272",2018-12-15,"M",1
"2273",2018-12-16,"M",1
"2274",2018-12-17,"F",2
"2275",2018-12-17,"M",8
"2276",2018-12-18,"M",1
"2277",2018-12-20,"M",1
"2278",2018-12-27,"M",1
"2279",2018-12-31,"M",1
"2280",2019-01-01,"M",2
"2281",2019-01-01,"S",1
"2282",2019-01-02,"M",1
"2283",2019-01-04,"M",3
"2284",2019-01-05,"F",2
"2285",2019-01-05,"M",4
"2286",2019-01-05,"S",2
"2287",2019-01-06,"M",1
"2288",2019-01-07,"S",2
"2289",2019-01-12,"F",1
"2290",2019-01-12,"M",1
"2291",2019-01-13,"F",2
"2292",2019-01-13,"M",3
"2293",2019-01-15,"M",1
"2294",2019-01-17,"M",5
"2295",2019-01-20,"M",2
"2296",2019-01-22,"F",1
"2297",2019-01-22,"M",1
"2298",2019-01-23,"F",3
"2299",2019-01-23,"M",5
"2300",2019-01-23,"S",2
"2301",2019-01-24,"M",2
"2302",2019-01-25,"M",5
"2303",2019-01-26,"F",3
"2304",2019-01-26,"M",4
"2305",2019-01-29,"M",1
"2306",2019-01-30,"F",2
"2307",2019-01-30,"M",3
"2308",2019-01-30,"S",1
"2309",2019-01-31,"F",4
"2310",2019-01-31,"M",4
"2311",2019-01-31,"S",1
"2312",2019-02-03,"S",1
"2313",2019-02-05,"F",1
"2314",2019-02-08,"F",1
"2315",2019-02-08,"M",4
"2316",2019-02-08,"S",1
"2317",2019-02-10,"F",4
"2318",2019-02-10,"M",4
"2319",2019-02-13,"F",1
"2320",2019-02-14,"F",1
"2321",2019-02-16,"M",1
"2322",2019-02-20,"F",1
"2323",2019-02-25,"F",1
"2324",2019-02-25,"M",1
"2325",2019-02-25,"S",1
"2326",2019-02-27,"F",1
"2327",2019-03-05,"S",1
"2328",2019-03-07,"M",1
"2329",2019-03-11,"M",1
"2330",2019-03-14,"M",1
"2331",2019-03-17,"M",2
"2332",2019-03-18,"M",1
"2333",2019-03-22,"M",1
"2334",2019-03-25,"M",1
"2335",2019-03-28,"M",1
"2336",2019-04-07,"F",1
"2337",2019-04-10,"M",1
"2338",2019-04-11,"M",1
"2339",2019-04-12,"M",1
"2340",2019-04-27,"M",1
"2341",2019-05-01,"M",1
"2342",2019-05-02,"M",1
"2343",2019-05-04,"M",1
"2344",2019-05-07,"M",1
"2345",2019-05-08,"M",2
"2346",2019-05-09,"M",3
"2347",2019-05-10,"M",1
"2348",2019-05-11,"S",1
"2349",2019-05-14,"M",1
"2350",2019-05-15,"M",1
"2351",2019-05-16,"F",1
"2352",2019-05-17,"M",1
"2353",2019-05-23,"S",1
"2354",2019-05-24,"F",1
"2355",2019-05-30,"M",1
"2356",2019-06-01,"M",1
"2357",2019-06-06,"M",1
"2358",2019-06-10,"M",1
"2359",2019-06-10,"S",1
"2360",2019-06-26,"M",1
"2361",2019-07-20,"M",1
"2362",2019-07-27,"M",1
"2363",2019-07-28,"M",1
